symbol,sentiment,score,explanation,timestamp,note,news_title,news_date,news_source
TPB,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:20,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
TPB,positive,0.71,Văn bản chứa nhiều từ khóa tích cực về TPB,2025-04-13 22:17:21,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VCB,positive,0.68,Văn bản chứa nhiều từ khóa tích cực về VCB,2025-04-13 22:17:22,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VCB,neutral,-0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:23,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VCB,neutral,0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:24,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VCB,neutral,0.14,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:25,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VCB,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:26,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VCB,neutral,0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:27,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VCB,positive,0.82,Văn bản chứa nhiều từ khóa tích cực về VCB,2025-04-13 22:17:28,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VCB,neutral,-0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:29,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VCB,neutral,-0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về VCB,2025-04-13 22:17:30,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VCB,positive,0.32,Văn bản chứa nhiều từ khóa tích cực về VCB,2025-04-13 22:17:31,Dữ liệu được tạo tự động do Gemini API không khả dụng,VCB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VHM,positive,0.42,Văn bản chứa nhiều từ khóa tích cực về VHM,2025-04-13 22:17:32,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VHM,neutral,0.13,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:33,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VHM,neutral,0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:34,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VHM,neutral,0.14,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:35,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VHM,neutral,-0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:36,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VHM,neutral,0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:37,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VHM,positive,0.4,Văn bản chứa nhiều từ khóa tích cực về VHM,2025-04-13 22:17:38,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VHM,neutral,-0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:40,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VHM,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về VHM,2025-04-13 22:17:41,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VHM,positive,0.41,Văn bản chứa nhiều từ khóa tích cực về VHM,2025-04-13 22:17:42,Dữ liệu được tạo tự động do Gemini API không khả dụng,VHM: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VIB,positive,0.37,Văn bản chứa nhiều từ khóa tích cực về VIB,2025-04-13 22:17:43,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VIB,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:44,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VIB,neutral,0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:45,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VIB,neutral,-0.13,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:46,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VIB,neutral,-0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:47,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VIB,neutral,0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:48,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VIB,positive,0.32,Văn bản chứa nhiều từ khóa tích cực về VIB,2025-04-13 22:17:49,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VIB,neutral,-0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:50,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VIB,neutral,-0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về VIB,2025-04-13 22:17:51,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VIB,positive,0.59,Văn bản chứa nhiều từ khóa tích cực về VIB,2025-04-13 22:17:52,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VIC,positive,0.53,Văn bản chứa nhiều từ khóa tích cực về VIC,2025-04-13 22:17:53,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VIC,neutral,-0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:17:54,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VIC,neutral,-0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:17:55,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VIC,neutral,0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:17:56,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VIC,neutral,0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:17:57,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VIC,neutral,0.08,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:17:58,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VIC,positive,0.71,Văn bản chứa nhiều từ khóa tích cực về VIC,2025-04-13 22:17:59,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VIC,neutral,-0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:18:00,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VIC,neutral,-0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về VIC,2025-04-13 22:18:02,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VIC,positive,0.54,Văn bản chứa nhiều từ khóa tích cực về VIC,2025-04-13 22:18:03,Dữ liệu được tạo tự động do Gemini API không khả dụng,VIC: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VJC,positive,0.31,Văn bản chứa nhiều từ khóa tích cực về VJC,2025-04-13 22:18:04,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VJC,neutral,-0.13,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:05,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VJC,neutral,0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:06,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VJC,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:07,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VJC,neutral,-0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:08,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VJC,neutral,-0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:09,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VJC,positive,0.57,Văn bản chứa nhiều từ khóa tích cực về VJC,2025-04-13 22:18:10,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VJC,neutral,0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:11,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VJC,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về VJC,2025-04-13 22:18:12,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VJC,positive,0.65,Văn bản chứa nhiều từ khóa tích cực về VJC,2025-04-13 22:18:13,Dữ liệu được tạo tự động do Gemini API không khả dụng,VJC: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VNM,positive,0.76,Văn bản chứa nhiều từ khóa tích cực về VNM,2025-04-13 22:18:14,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VNM,neutral,-0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:15,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VNM,neutral,-0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:16,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VNM,neutral,-0.14,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:17,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VNM,neutral,0.2,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:18,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VNM,neutral,-0.18,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:19,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VNM,positive,0.35,Văn bản chứa nhiều từ khóa tích cực về VNM,2025-04-13 22:18:20,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VNM,neutral,0.09,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:21,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VNM,neutral,0.0,Văn bản có nội dung trung tính hoặc không rõ ràng về VNM,2025-04-13 22:18:23,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VNM,positive,0.34,Văn bản chứa nhiều từ khóa tích cực về VNM,2025-04-13 22:18:24,Dữ liệu được tạo tự động do Gemini API không khả dụng,VNM: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
VPB,positive,0.81,Văn bản chứa nhiều từ khóa tích cực về VPB,2025-04-13 22:18:25,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
VPB,neutral,-0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:26,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
VPB,neutral,-0.06,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:27,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
VPB,neutral,-0.06,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:28,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
VPB,neutral,0.09,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:29,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
VPB,neutral,0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:30,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
VPB,positive,0.36,Văn bản chứa nhiều từ khóa tích cực về VPB,2025-04-13 22:18:31,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
VPB,neutral,0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:32,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
VPB,neutral,-0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về VPB,2025-04-13 22:18:33,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
VPB,positive,0.62,Văn bản chứa nhiều từ khóa tích cực về VPB,2025-04-13 22:18:34,Dữ liệu được tạo tự động do Gemini API không khả dụng,VPB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
